START_ID,END_ID,TYPE
Zurich_en,Zurich_en_b184,HAS_BLOCK
Zurich_en,Zurich_en_b185,HAS_BLOCK
Zurich_en,Zurich_en_b186,HAS_BLOCK
Zurich_en,Zurich_en_b187,HAS_BLOCK
Zurich_en,Zurich_en_b188,HAS_BLOCK
Zurich_en,Zurich_en_b189,HAS_BLOCK
Zurich_en,Zurich_en_b190,HAS_BLOCK
Zurich_en,Zurich_en_b191,HAS_BLOCK
Zurich_en,Zurich_en_b192,HAS_BLOCK
Zurich_en,Zurich_en_b193,HAS_BLOCK
Zurich_en,Zurich_en_b194,HAS_BLOCK
Zurich_en,Zurich_en_b195,HAS_BLOCK
Zurich_en,Zurich_en_b196,HAS_BLOCK
Zurich_en,Zurich_en_b197,HAS_BLOCK
Zurich_en,Zurich_en_b198,HAS_BLOCK
Zurich_en,Zurich_en_b199,HAS_BLOCK
Zurich_en,Zurich_en_b200,HAS_BLOCK
Zurich_en,Zurich_en_b201,HAS_BLOCK
Zurich_en,Zurich_en_b202,HAS_BLOCK
Zurich_en,Zurich_en_b203,HAS_BLOCK
Zurich_en,Zurich_en_b204,HAS_BLOCK
Zurich_en,Zurich_en_b205,HAS_BLOCK
Zurich_en,Zurich_en_b206,HAS_BLOCK
Zurich_en,Zurich_en_b207,HAS_BLOCK
Zurich_en,Zurich_en_b208,HAS_BLOCK
Zurich_en,Zurich_en_b209,HAS_BLOCK
Zurich_en,Zurich_en_b210,HAS_BLOCK
Zurich_en,Zurich_en_b211,HAS_BLOCK
Zurich_en,Zurich_en_b212,HAS_BLOCK
Zurich_en,Zurich_en_b213,HAS_BLOCK
Zurich_en,Zurich_en_b214,HAS_BLOCK
Zurich_en,Zurich_en_b215,HAS_BLOCK
Zurich_en,Zurich_en_b216,HAS_BLOCK
Zurich_en,Zurich_en_b217,HAS_BLOCK
Zurich_en,Zurich_en_b218,HAS_BLOCK
Zurich_en,Zurich_en_b219,HAS_BLOCK
Zurich_en,Zurich_en_b220,HAS_BLOCK
Zurich_en,Zurich_en_b221,HAS_BLOCK
Zurich_en,Zurich_en_b222,HAS_BLOCK
Zurich_en,Zurich_en_b223,HAS_BLOCK
Zurich_en,Zurich_en_b224,HAS_BLOCK
Zurich_en,Zurich_en_b225,HAS_BLOCK
Zurich_en,Zurich_en_b226,HAS_BLOCK
Zurich_en,Zurich_en_b227,HAS_BLOCK
Zurich_en,Zurich_en_b228,HAS_BLOCK
Zurich_en,Zurich_en_b229,HAS_BLOCK
Zurich_en,Zurich_en_b230,HAS_BLOCK
Zurich_en,Zurich_en_b231,HAS_BLOCK
Zurich_en,Zurich_en_b232,HAS_BLOCK
Zurich_en,Zurich_en_b233,HAS_BLOCK
Zurich_en,Zurich_en_b234,HAS_BLOCK
Zurich_en,Zurich_en_b235,HAS_BLOCK
Zurich_en,Zurich_en_b236,HAS_BLOCK
Zurich_en,Zurich_en_b237,HAS_BLOCK
Zurich_en,Zurich_en_b238,HAS_BLOCK
Zurich_en,Zurich_en_b239,HAS_BLOCK
Zurich_en,Zurich_en_b240,HAS_BLOCK
Zurich_en,Zurich_en_b241,HAS_BLOCK
Zurich_en,Zurich_en_b242,HAS_BLOCK
Zurich_en,Zurich_en_b243,HAS_BLOCK
Zurich_en,Zurich_en_b244,HAS_BLOCK
Zurich_en,Zurich_en_b245,HAS_BLOCK
Zurich_en,Zurich_en_b246,HAS_BLOCK
Zurich_en,Zurich_en_b247,HAS_BLOCK
Zurich_en,Zurich_en_b248,HAS_BLOCK
Zurich_en,Zurich_en_b249,HAS_BLOCK
Zurich_en,Zurich_en_b250,HAS_BLOCK
Zurich_en,Zurich_en_b251,HAS_BLOCK
Zurich_en,Zurich_en_b252,HAS_BLOCK
Zurich_en,Zurich_en_b253,HAS_BLOCK
Zurich_en,Zurich_en_b254,HAS_BLOCK
Zurich_en,Zurich_en_b255,HAS_BLOCK
Zurich_en,Zurich_en_b256,HAS_BLOCK
Zurich_en,Zurich_en_b257,HAS_BLOCK
Zurich_en,Zurich_en_b258,HAS_BLOCK
Zurich_en,Zurich_en_b259,HAS_BLOCK
Zurich_en,Zurich_en_b260,HAS_BLOCK
Zurich_en,Zurich_en_b261,HAS_BLOCK
Zurich_en,Zurich_en_b262,HAS_BLOCK
Zurich_en,Zurich_en_b263,HAS_BLOCK
Zurich_en,Zurich_en_b264,HAS_BLOCK
Zurich_en,Zurich_en_b265,HAS_BLOCK
Zurich_en,Zurich_en_b266,HAS_BLOCK
Zurich_en,Zurich_en_b267,HAS_BLOCK
Zurich_en,Zurich_en_b268,HAS_BLOCK
Zurich_en,Zurich_en_b269,HAS_BLOCK
Zurich_en,Zurich_en_b270,HAS_BLOCK
Zurich_en,Zurich_en_b271,HAS_BLOCK
Zurich_en,Zurich_en_b272,HAS_BLOCK
Zurich_en,Zurich_en_b273,HAS_BLOCK
Zurich_en,Zurich_en_b274,HAS_BLOCK
Zurich_en,Zurich_en_b275,HAS_BLOCK
Zurich_en,Zurich_en_b276,HAS_BLOCK
Zurich_en,Zurich_en_b277,HAS_BLOCK
Zurich_en,Zurich_en_b278,HAS_BLOCK
Zurich_en,Zurich_en_b279,HAS_BLOCK
Zurich_en,Zurich_en_b280,HAS_BLOCK
Zurich_en,Zurich_en_b281,HAS_BLOCK
Zurich_en,Zurich_en_b282,HAS_BLOCK
Zurich_en,Zurich_en_b283,HAS_BLOCK
Zurich_en,Zurich_en_b284,HAS_BLOCK
Zurich_en,Zurich_en_b285,HAS_BLOCK
Zurich_en,Zurich_en_b286,HAS_BLOCK
Zurich_en,Zurich_en_b287,HAS_BLOCK
Zurich_en,Zurich_en_b288,HAS_BLOCK
Zurich_en,Zurich_en_b289,HAS_BLOCK
Zurich_en,Zurich_en_b290,HAS_BLOCK
Zurich_en,Zurich_en_b291,HAS_BLOCK
Zurich_en,Zurich_en_b292,HAS_BLOCK
Zurich_en,Zurich_en_b293,HAS_BLOCK
Zurich_en,Zurich_en_b294,HAS_BLOCK
Zurich_en,Zurich_en_b295,HAS_BLOCK
Zurich_en,Zurich_en_b296,HAS_BLOCK
Zurich_en,Zurich_en_b297,HAS_BLOCK
Zurich_en,Zurich_en_b298,HAS_BLOCK
Zurich_en,Zurich_en_b299,HAS_BLOCK
Zurich_en,Zurich_en_b300,HAS_BLOCK
Zurich_en,Zurich_en_b301,HAS_BLOCK
Zurich_en,Zurich_en_b302,HAS_BLOCK
Zurich_en,Zurich_en_b303,HAS_BLOCK
Zurich_en,Zurich_en_b304,HAS_BLOCK
Zurich_en,Zurich_en_b305,HAS_BLOCK
Zurich_en,Zurich_en_b306,HAS_BLOCK
Zurich_en,Zurich_en_b307,HAS_BLOCK
Zurich_en,Zurich_en_b308,HAS_BLOCK
Zurich_en,Zurich_en_b309,HAS_BLOCK
Zurich_en,Zurich_en_b310,HAS_BLOCK
Zurich_en,Zurich_en_b311,HAS_BLOCK
Zurich_en,Zurich_en_b312,HAS_BLOCK
Zurich_en,Zurich_en_b313,HAS_BLOCK
Zurich_en,Zurich_en_b314,HAS_BLOCK
Zurich_en,Zurich_en_b315,HAS_BLOCK
Zurich_en,Zurich_en_b316,HAS_BLOCK
Zurich_en,Zurich_en_b317,HAS_BLOCK
Zurich_en,Zurich_en_b318,HAS_BLOCK
Zurich_en,Zurich_en_b319,HAS_BLOCK
Zurich_en,Zurich_en_b320,HAS_BLOCK
Zurich_en,Zurich_en_b321,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b1,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b2,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b3,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b4,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b5,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b6,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b7,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b8,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b9,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b10,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b11,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b12,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b13,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b14,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b15,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b16,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b17,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b18,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b19,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b20,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b21,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b22,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b23,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b24,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b25,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b26,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b27,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b28,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b29,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b30,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b31,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b32,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b33,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b34,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b35,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b36,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b37,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b38,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b39,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b40,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b41,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b42,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b43,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b44,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b45,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b46,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b47,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b48,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b49,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b50,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b51,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b52,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b53,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b54,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b55,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b56,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b57,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b58,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b59,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b60,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b61,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b62,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b63,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b64,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b65,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b66,HAS_BLOCK
